"Papel";"Cotação";"P/L";"P/VP";"PSR";"Div.Yield";"P/Ativo";"P/Cap.Giro";"P/EBIT";"P/Ativ Circ.Liq";"EV/EBIT";"Mrg Ebit";"Mrg. Líq.";"Liq. Corr.";"ROIC";"ROE";"Liq.2meses";"Patrim. Líq";"Dív.Brut/ Patrim.";"Cresc. Rec.5a"
"IGTA3";"48,53";"33,89";"3,00";"11,603";"1,75%";"1,621";"15,01";"20,71";"-5,43";"24,43";"56,01%";"34,82%";"3,17";"8,95%";"8,84%";"76.374.200,00";"2.861.480.000,00";"0,76";"4,28%"
"MOAR3";"175,00";"34,46";"1,95";"469,233";"9,14%";"1,427";"5,81";"-43,76";"27,62";"-37,43";"-1.072,36%";"1.462,46%";"4,32";"-4,70%";"5,67%";"2.902,43";"1.097.120.000,00";"0,14";"-8,67%"
"SUZB5";"21,13";"34,72";"1,42";"1,468";"0,00%";"0,291";"3,20";"7,79";"-0,49";"23,11";"18,83%";"4,21%";"1,79";"4,23%";"4,08%";"0,00";"20.313.100.000,00";"3,17";"18,75%"
"BALM3";"12,00";"35,05";"1,20";"0,916";"1,16%";"0,622";"2,04";"13,88";"3,67";"16,25";"6,60%";"3,13%";"2,04";"4,89%";"3,43%";"28,57";"97.723.000,00";"0,33";"2,07%"
"CTIP3";"49,50";"35,13";"8,76";"8,248";"0,00%";"3,774";"-71,28";"21,15";"-14,32";"21,42";"38,99%";"23,48%";"0,85";"24,63%";"24,94%";"0,00";"1.486.250.000,00";"0,67";"13,43%"
"LOGG3";"23,80";"35,36";"0,77";"15,228";"0,59%";"0,524";"42,07";"19,20";"-2,03";"28,92";"79,32%";"46,38%";"1,26";"2,79%";"2,18%";"4.029.160,00";"2.274.990.000,00";"0,42";"7,23%"
"TNLP3";"27,75";"35,39";"0,96";"0,468";"0,00%";"0,170";"1,76";"4,63";"-0,45";"10,31";"10,12%";"-0,07%";"1,48";"4,58%";"2,72%";"0,00";"13.736.000.000,00";"2,02";"15,39%"
"MNDL3";"35,40";"35,85";"-0,65";"0,186";"0,00%";"0,087";"-0,14";"2,76";"-0,10";"8,48";"6,75%";"0,52%";"0,27";"3,33%";"-1,82%";"18.107,50";"-134.217.000,00";"-1,37";"5,35%"
"WEGE3";"24,44";"36,31";"6,40";"4,077";"1,44%";"3,441";"11,65";"26,96";"24,85";"27,03";"15,12%";"11,29%";"2,00";"16,81%";"17,62%";"74.956.200,00";"8.017.900.000,00";"0,36";"8,33%"
"BALM4";"12,50";"36,51";"1,25";"0,954";"1,12%";"0,648";"2,12";"14,46";"3,82";"16,83";"6,60%";"3,13%";"2,04";"4,89%";"3,43%";"479,41";"97.723.000,00";"0,33";"2,07%"
"VIGR3";"25,00";"36,57";"2,55";"0,763";"0,00%";"0,899";"11,45";"12,39";"-5,02";"15,20";"6,16%";"2,28%";"1,26";"9,06%";"6,98%";"0,00";"1.593.560.000,00";"0,84";"54,72%"
"BPAC5";"20,65";"38,36";"2,81";"0,000";"3,38%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"7,32%";"15.800,20";"19.394.600.000,00";"0,00";"-77,35%"
"ALSC3";"27,75";"38,57";"2,20";"10,717";"0,95%";"1,202";"9,41";"19,33";"-4,22";"17,49";"55,45%";"29,30%";"5,39";"7,03%";"5,69%";"19.245.900,00";"2.593.960.000,00";"0,00";"2,34%"
"MULT3";"28,11";"38,70";"3,09";"13,375";"1,55%";"1,805";"26,24";"24,14";"-6,66";"27,30";"55,40%";"34,36%";"1,94";"8,39%";"7,97%";"91.483.200,00";"5.472.900.000,00";"0,57";"3,62%"
"LREN3";"50,52";"38,91";"9,75";"4,475";"1,08%";"3,887";"26,67";"20,07";"-48,32";"20,50";"22,30%";"11,50%";"1,39";"23,07%";"25,06%";"208.590.000,00";"4.112.250.000,00";"0,44";"11,72%"
"RHDS3";"0,11";"39,98";"3,24";"0,548";"0,00%";"0,790";"-65,29";"7,49";"-2,70";"10,70";"7,31%";"1,17%";"0,97";"11,80%";"8,12%";"0,00";"272.045.000,00";"1,49";"4,38%"
"BPAN4";"11,80";"40,03";"3,19";"0,000";"0,64%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"7,96%";"26.739.200,00";"4.226.560.000,00";"0,00";"15,24%"
"AALR3";"14,56";"40,18";"1,36";"1,601";"0,58%";"0,709";"-301,27";"14,86";"-2,38";"19,55";"10,78%";"4,97%";"0,99";"5,01%";"3,39%";"3.232.680,00";"1.264.760.000,00";"0,48";"22,63%"
"BPAC11";"64,90";"40,18";"2,94";"0,000";"3,22%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"7,32%";"142.629.000,00";"19.394.600.000,00";"0,00";"-77,35%"
"B3SA3";"45,33";"40,42";"3,68";"17,716";"1,92%";"2,323";"23,59";"35,55";"-20,72";"34,13";"49,83%";"43,83%";"1,62";"8,60%";"9,12%";"449.775.000,00";"25.332.900.000,00";"0,23";"27,92%"
"CCRO3";"15,32";"40,52";"3,72";"3,130";"4,52%";"1,012";"-104,64";"9,79";"-1,79";"14,13";"31,97%";"6,27%";"0,94";"11,67%";"9,19%";"117.663.000,00";"8.310.500.000,00";"2,02";"5,75%"
"RAIA3";"30,50";"41,22";"2,98";"0,897";"0,00%";"1,777";"4,31";"18,18";"5,06";"16,73";"4,93%";"2,18%";"2,20";"17,80%";"7,22%";"0,00";"635.785.000,00";"0,12";"0,00%"
"HAPV3";"44,38";"41,46";"8,48";"6,809";"0,96%";"5,402";"233,20";"37,12";"-34,68";"36,22";"18,34%";"16,44%";"1,13";"16,95%";"20,46%";"81.413.300,00";"3.807.700.000,00";"0,00";"0,00%"
"IMCH3";"6,39";"41,83";"0,59";"0,336";"0,00%";"0,289";"-9,49";"12,28";"-0,78";"21,16";"2,73%";"0,80%";"0,82";"2,55%";"1,40%";"0,00";"920.589.000,00";"0,51";"21,04%"
"BKBR3";"21,50";"43,34";"2,78";"1,837";"0,83%";"1,692";"73,83";"37,00";"-7,97";"36,22";"4,96%";"4,24%";"1,15";"5,41%";"6,41%";"18.231.900,00";"1.764.910.000,00";"0,09";"34,52%"
"PTQS4";"189,46";"43,43";"2,19";"4,717";"0,00%";"1,577";"9,89";"-7.214,41";"-35,73";"-7.466,35";"-0,07%";"11,37%";"3,32";"-0,02%";"5,04%";"0,00";"1.714.950.000,00";"0,24";"56,13%"
"ALPA3";"20,00";"43,48";"4,85";"2,983";"0,31%";"2,794";"9,67";"29,85";"19,54";"29,83";"9,99%";"6,46%";"2,11";"12,07%";"11,16%";"79.550,00";"2.423.370.000,00";"0,24";"-0,13%"
"UOLL4";"19,62";"43,52";"2,35";"2,054";"0,00%";"1,403";"457,14";"15,14";"-12,83";"16,49";"13,56%";"4,69%";"1,01";"10,57%";"5,40%";"0,00";"1.003.690.000,00";"0,23";"21,99%"
"OFSA3";"40,00";"43,55";"4,64";"3,571";"0,80%";"2,551";"10,09";"25,03";"115,73";"27,54";"14,26%";"8,20%";"2,15";"11,76%";"10,66%";"986.556,00";"465.011.000,00";"0,62";"5,64%"
"RENT3";"45,00";"43,80";"6,31";"3,548";"0,74%";"2,023";"61,23";"23,23";"-4,57";"26,43";"15,27%";"8,10%";"1,16";"12,37%";"14,41%";"164.153.000,00";"5.150.580.000,00";"1,33";"24,77%"
"SSBR3";"34,63";"44,23";"2,95";"21,230";"0,42%";"1,481";"52,73";"29,11";"-5,97";"31,28";"72,93%";"83,17%";"2,72";"5,27%";"6,66%";"2.874.160,00";"2.798.580.000,00";"0,28";"4,11%"
"BPAC3";"23,89";"44,37";"3,25";"0,000";"2,92%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"7,32%";"21.686,70";"19.394.600.000,00";"0,00";"-77,35%"
"FRIO3";"59,00";"46,89";"5,57";"0,190";"0,00%";"0,167";"2,01";"4,34";"-0,74";"11,75";"4,38%";"2,01%";"1,13";"8,68%";"11,87%";"1.641,05";"43.528.000,00";"20,26";"7,16%"
"ALPA4";"22,17";"48,20";"5,38";"3,307";"0,31%";"3,098";"10,72";"33,09";"21,66";"33,07";"9,99%";"6,46%";"2,11";"12,07%";"11,16%";"13.368.300,00";"2.423.370.000,00";"0,24";"-0,13%"
"LIPR3";"61,09";"48,63";"3,81";"0,000";"10,03%";"3,065";"0,00";"-194,72";"0,00";"-166,51";"0,00%";"0,00%";"0,00";"0,00%";"7,83%";"25.731,00";"188.637.000,00";"0,00";"0,00%"
"CRFB3";"23,06";"48,77";"3,55";"0,802";"1,03%";"1,251";"63,01";"12,50";"-6,46";"12,85";"6,42%";"2,05%";"1,05";"13,04%";"7,27%";"57.786.200,00";"12.897.000.000,00";"0,21";"10,30%"
"PLTO6";"10,47";"50,81";"692.616,00";"0,690";"0,00%";"0,901";"2,90";"55,05";"-1,55";"56,35";"1,25%";"1,36%";"3,87";"1,74%";"1.363.200,00%";"0,00";"1.000,00";"21.227,00";"8,78%"
"SUZB3";"31,10";"51,10";"2,08";"2,160";"1,43%";"0,428";"4,71";"11,47";"-0,73";"26,78";"18,83%";"4,21%";"1,79";"4,23%";"4,08%";"250.024.000,00";"20.313.100.000,00";"3,17";"18,75%"
"NATU3";"65,13";"52,54";"10,33";"2,072";"0,60%";"1,755";"21,19";"17,88";"-3,52";"21,70";"11,59%";"3,94%";"1,33";"11,96%";"19,66%";"112.660.000,00";"2.733.850.000,00";"2,71";"16,22%"
"PLTO5";"10,94";"53,09";"723.708,00";"0,721";"0,00%";"0,942";"3,03";"57,52";"-1,62";"58,82";"1,25%";"1,36%";"3,87";"1,74%";"1.363.200,00%";"0,00";"1.000,00";"21.227,00";"8,78%"
"FFTL3";"25,00";"53,22";"2,26";"3,410";"0,00%";"1,508";"23,71";"20,90";"-15,54";"20,55";"16,32%";"8,16%";"1,37";"8,91%";"4,24%";"0,00";"6.274.030.000,00";"0,07";"7,79%"
"FFTL4";"25,06";"53,34";"2,26";"3,418";"0,00%";"1,512";"23,77";"20,95";"-15,58";"20,60";"16,32%";"8,16%";"1,37";"8,91%";"4,24%";"0,00";"6.274.030.000,00";"0,07";"7,79%"
"LAME3";"13,95";"56,75";"4,67";"1,253";"0,54%";"0,733";"2,32";"11,47";"-3,08";"16,25";"10,93%";"1,25%";"2,27";"11,85%";"8,22%";"7.682.650,00";"4.785.900.000,00";"4,14";"0,41%"
"GVTT3";"57,70";"57,38";"3,68";"4,312";"0,00%";"2,268";"21,82";"25,92";"-18,43";"26,65";"16,64%";"7,52%";"1,66";"10,32%";"6,42%";"0,00";"2.150.790.000,00";"0,24";"31,47%"
"DASA3";"30,81";"57,68";"2,78";"2,432";"1,80%";"1,166";"12,83";"28,58";"-3,54";"33,72";"8,51%";"4,28%";"1,56";"4,67%";"4,83%";"1.944,33";"3.486.280.000,00";"0,71";"10,54%"
"AEDU3";"18,35";"59,34";"3,32";"4,141";"0,00%";"2,159";"17,00";"41,06";"-21,55";"43,27";"10,08%";"6,98%";"2,04";"5,77%";"5,60%";"0,00";"2.415.400.000,00";"0,30";"20,90%"
"GNDI3";"47,00";"59,88";"9,74";"3,491";"0,32%";"2,887";"-70,46";"31,70";"-6,55";"32,45";"11,01%";"5,83%";"0,87";"10,70%";"16,26%";"137.653.000,00";"2.551.880.000,00";"0,67";"0,00%"
"SUBA3";"84,00";"61,95";"8,39";"8,067";"0,00%";"6,778";"8,03";"115,78";"8,09";"106,17";"6,97%";"13,02%";"5,55";"19,11%";"13,54%";"0,00";"530.396.000,00";"0,00";"0,00%"
"GUAR4";"151,00";"63,90";"15,17";"10,191";"0,28%";"6,716";"24,52";"123,25";"-473,96";"126,12";"8,27%";"15,95%";"2,02";"6,13%";"23,74%";"0,00";"4.969.290.000,00";"0,52";"9,44%"
"RADL3";"91,85";"64,29";"8,54";"1,905";"0,72%";"2,734";"25,38";"37,97";"-10,41";"39,01";"5,02%";"3,02%";"1,35";"8,89%";"13,29%";"101.107.000,00";"3.552.040.000,00";"0,28";"18,34%"
"CEGR3";"47,03";"64,48";"8,98";"2,756";"0,00%";"3,649";"-58,22";"25,54";"-10,32";"27,03";"10,79%";"4,27%";"0,79";"17,38%";"13,93%";"223,95";"1.359.680.000,00";"0,66";"4,79%"
"EZTC3";"35,41";"64,73";"2,70";"15,853";"0,33%";"2,366";"5,36";"672,75";"5,93";"639,31";"2,36%";"25,32%";"7,26";"0,41%";"4,17%";"22.811.100,00";"2.627.020.000,00";"0,03";"-11,94%"
"TKNO4";"36,50";"65,89";"0,63";"0,798";"0,00%";"0,505";"1,72";"-12,36";"1,96";"-11,27";"-6,46%";"1,21%";"2,89";"-4,92%";"0,95%";"86,90";"172.108.000,00";"0,03";"1,57%"
"CYRE3";"26,08";"66,15";"1,96";"2,730";"5,29%";"1,067";"2,69";"29,22";"6,51";"31,23";"9,34%";"6,90%";"3,14";"4,28%";"2,97%";"81.871.800,00";"5.307.780.000,00";"0,38";"-9,82%"
"ELCA4";"20,20";"66,79";"11,82";"3,948";"0,00%";"2,276";"15,03";"29,10";"-5,65";"33,66";"13,57%";"8,09%";"1,79";"8,90%";"17,70%";"0,00";"3.515.880.000,00";"2,22";"10,45%"
"ELPL4";"15,98";"69,42";"1,04";"0,222";"0,00%";"0,136";"12,58";"3,17";"-0,22";"7,02";"7,00%";"0,32%";"1,04";"4,76%";"1,50%";"0,00";"3.084.550.000,00";"1,50";"3,71%"
"DAGB33";"375,00";"71,75";"1,60";"0,640";"0,00%";"0,510";"15,24";"11,87";"-1,27";"19,35";"5,39%";"1,67%";"1,17";"4,96%";"2,24%";"0,00";"12.597.300.000,00";"1,18";"32,08%"
"LAME4";"18,00";"73,23";"6,02";"1,617";"0,42%";"0,946";"2,99";"14,80";"-3,97";"19,58";"10,93%";"1,25%";"2,27";"11,85%";"8,22%";"75.710.700,00";"4.785.900.000,00";"4,14";"0,41%"
"CTPC3";"0,20";"76,36";"1,08";"0,000";"0,00%";"0,097";"0,00";"-16,86";"0,00";"-18,75";"0,00%";"0,00%";"0,00";"0,00%";"1,41%";"0,00";"2.411.000,00";"0,00";"-6,10%"
"ELCA3";"24,70";"81,67";"14,46";"4,828";"0,00%";"2,783";"18,38";"35,58";"-6,91";"40,14";"13,57%";"8,09%";"1,79";"8,90%";"17,70%";"0,00";"3.515.880.000,00";"2,22";"10,45%"
"CPRE3";"14,00";"84,54";"1,69";"3,876";"0,00%";"0,618";"-25,08";"8,02";"-1,17";"13,01";"48,32%";"5,12%";"0,80";"8,26%";"2,00%";"17.096,20";"4.311.210.000,00";"1,22";"9,64%"
"RLOG3";"19,63";"92,93";"4,23";"1,333";"0,00%";"0,323";"6,74";"4,84";"-0,55";"9,98";"27,52%";"5,22%";"1,57";"7,02%";"4,56%";"8.947.560,00";"2.147.990.000,00";"4,94";"52,57%"
"CCXC3";"2,15";"96,24";"-0,08";"0,000";"0,00%";"0,268";"0,00";"-1,34";"0,00";"-0,68";"0,00%";"0,00%";"0,00";"0,00%";"-0,08%";"13.717,90";"-47.549.000,00";"0,00";"0,00%"
"ROMI4";"185,00";"97,19";"15,57";"15,687";"0,00%";"8,477";"31,57";"587,13";"63,50";"601,12";"2,67%";"16,18%";"1,84";"1,61%";"16,02%";"0,00";"746.986.000,00";"0,47";"4,63%"
"MGLU3";"37,14";"97,29";"23,27";"3,473";"0,32%";"5,813";"73,11";"52,58";"-28,67";"52,52";"6,61%";"3,57%";"1,17";"17,21%";"23,92%";"314.902.000,00";"2.433.040.000,00";"0,19";"14,78%"
"RAIL3";"22,78";"101,57";"4,72";"5,205";"0,00%";"1,262";"26,41";"18,89";"-2,13";"24,02";"27,55%";"5,25%";"1,57";"7,03%";"4,65%";"155.535.000,00";"7.524.720.000,00";"1,41";"17,68%"
"LINX3";"33,85";"103,77";"5,96";"9,108";"0,65%";"3,666";"14,05";"39,90";"227,81";"39,08";"22,83%";"8,78%";"2,87";"12,62%";"5,74%";"70.109.600,00";"1.076.510.000,00";"0,31";"15,37%"
"PQUN3";"15,44";"104,31";"1,88";"0,545";"0,00%";"0,523";"7,57";"19,50";"-0,97";"40,25";"2,80%";"0,52%";"1,61";"3,02%";"1,81%";"0,00";"858.692.000,00";"2,28";"5,19%"
"PQUN4";"15,44";"104,31";"1,88";"0,545";"0,00%";"0,523";"7,57";"19,50";"-0,97";"40,25";"2,80%";"0,52%";"1,61";"3,02%";"1,81%";"0,00";"858.692.000,00";"2,28";"5,19%"
"TMAR6";"42,01";"112,59";"0,71";"0,519";"0,00%";"0,181";"1,49";"4,04";"-0,50";"8,29";"12,84%";"-0,42%";"1,62";"5,78%";"0,63%";"0,00";"20.448.500.000,00";"1,38";"14,80%"
"TMAR5";"42,67";"114,35";"0,72";"0,527";"0,00%";"0,184";"1,51";"4,10";"-0,51";"8,35";"12,84%";"-0,42%";"1,62";"5,78%";"0,63%";"0,00";"20.448.500.000,00";"1,38";"14,80%"
"FLCL6";"9,91";"115,65";"61,25";"11,283";"0,00%";"11,168";"143,05";"64,97";"-27,75";"67,11";"17,37%";"9,76%";"1,23";"22,91%";"52,97%";"0,00";"72.920.000,00";"2,96";"-29,63%"
"JBSS3";"26,80";"119,61";"2,71";"0,393";"0,01%";"0,621";"5,18";"9,88";"-1,39";"16,47";"3,97%";"0,42%";"1,65";"7,56%";"2,26%";"230.661.000,00";"27.017.300.000,00";"2,08";"7,33%"
"OMGE3";"29,35";"121,39";"2,08";"5,290";"0,00%";"0,859";"19,94";"15,67";"-1,81";"24,18";"33,76%";"5,66%";"1,72";"5,93%";"1,71%";"6.875.830,00";"1.937.630.000,00";"1,26";"14,54%"
"NETC3";"38,50";"123,10";"2,12";"1,290";"0,00%";"1,074";"-33,02";"10,82";"-2,96";"12,15";"11,93%";"1,55%";"0,80";"10,95%";"1,72%";"0,00";"6.812.390.000,00";"0,28";"66,63%"
"NETC4";"40,00";"127,89";"2,20";"1,340";"0,00%";"1,116";"-34,31";"11,24";"-3,08";"12,57";"11,93%";"1,55%";"0,80";"10,95%";"1,72%";"0,00";"6.812.390.000,00";"0,28";"66,63%"
"ELPL6";"30,20";"131,20";"1,96";"0,419";"0,00%";"0,256";"23,78";"5,99";"-0,42";"9,84";"7,00%";"0,32%";"1,04";"4,76%";"1,50%";"0,00";"3.084.550.000,00";"1,50";"3,71%"
"ELPL5";"30,50";"132,51";"1,98";"0,423";"0,00%";"0,259";"24,01";"6,04";"-0,42";"9,90";"7,00%";"0,32%";"1,04";"4,76%";"1,50%";"0,00";"3.084.550.000,00";"1,50";"3,71%"
"FLCL3";"11,50";"134,20";"71,08";"13,094";"0,00%";"12,959";"166,00";"75,40";"-32,21";"77,54";"17,37%";"9,76%";"1,23";"22,91%";"52,97%";"0,00";"72.920.000,00";"2,96";"-29,63%"
"FLCL5";"12,50";"145,87";"77,26";"14,232";"0,00%";"14,086";"180,44";"81,95";"-35,01";"84,09";"17,37%";"9,76%";"1,23";"22,91%";"52,97%";"0,00";"72.920.000,00";"2,96";"-29,63%"
"TOTS3";"53,50";"162,59";"4,29";"4,461";"0,13%";"2,833";"7,23";"14,60";"11,98";"13,34";"30,56%";"2,78%";"3,14";"33,92%";"2,64%";"73.998.700,00";"2.404.870.000,00";"0,25";"5,76%"
"TMAR3";"62,00";"166,16";"1,04";"0,765";"0,00%";"0,268";"2,20";"5,96";"-0,74";"10,21";"12,84%";"-0,42%";"1,62";"5,78%";"0,63%";"0,00";"20.448.500.000,00";"1,38";"14,80%"
"LIGH3";"16,66";"193,76";"2,70";"0,615";"0,00%";"0,452";"21,74";"9,35";"-0,82";"20,93";"6,58%";"0,32%";"1,08";"5,61%";"1,39%";"0,00";"2.421.500.000,00";"3,57";"4,98%"
"BIDI11";"57,00";"193,79";"14,08";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"7,27%";"23.741.200,00";"948.084.000,00";"0,00";"0,00%"
"BIDI4";"19,28";"196,64";"14,29";"0,000";"0,32%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"7,27%";"87.796.500,00";"948.084.000,00";"0,00";"0,00%"
"ELPL3";"47,11";"204,67";"3,06";"0,653";"0,00%";"0,400";"37,09";"9,34";"-0,66";"13,19";"7,00%";"0,32%";"1,04";"4,76%";"1,50%";"2.640.270,00";"3.084.550.000,00";"1,50";"3,71%"
"MEAL3";"9,44";"248,86";"1,72";"0,994";"6,81%";"0,785";"12,43";"42,01";"-2,36";"45,97";"2,37%";"0,40%";"1,43";"2,19%";"0,69%";"8.933.470,00";"913.566.000,00";"0,42";"12,94%"
"SQIA3";"53,70";"289,82";"7,63";"4,276";"0,10%";"2,773";"31,04";"108,94";"-7,39";"112,85";"3,93%";"1,48%";"1,52";"2,89%";"2,63%";"2.842.570,00";"82.910.000,00";"0,57";"21,99%"
"SCAR3";"34,50";"290,84";"1,41";"8,105";"0,19%";"0,733";"13,70";"15,87";"-2,02";"23,66";"51,06%";"3,33%";"1,84";"5,06%";"0,49%";"329.196,00";"1.410.780.000,00";"0,86";"-3,79%"
"ELEV3";"24,30";"312,39";"3,22";"0,688";"0,00%";"0,954";"5,75";"37,19";"-5,18";"51,41";"1,85%";"0,27%";"1,47";"3,01%";"1,03%";"0,00";"489.356.000,00";"1,35";"3,69%"
"RHDS4";"1,00";"363,45";"29,50";"4,977";"0,00%";"7,182";"-593,56";"68,11";"-24,55";"71,32";"7,31%";"1,17%";"0,97";"11,80%";"8,12%";"0,00";"272.045.000,00";"1,49";"4,38%"
"UBBR4";"7,49";"610,27";"1,99";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"0,33%";"0,00";"10.317.200.000,00";"0,00";"10,58%"
"UBBR11";"14,75";"1.201,81";"3,91";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"0,33%";"0,00";"10.317.200.000,00";"0,00";"10,58%"
"UBBR3";"18,00";"1.466,61";"4,77";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"0,33%";"0,00";"10.317.200.000,00";"0,00";"10,58%"
"ANIM3";"22,80";"4.117,42";"2,55";"1,602";"0,03%";"0,900";"12,97";"32,89";"-1,98";"47,09";"4,87%";"0,04%";"1,57";"2,98%";"0,06%";"8.184.580,00";"703.368.000,00";"1,29";"9,71%"
